web_scraper_order,web_scraper_start_url,container_volaille,Details,Prix,Adresse,Image_lien,price_cfa,city,title_len
1771111163-218,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-5458528,Pigeons,100 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5458528_uploaded_image1_1754315737.jpg,100000.0,Parcelle Assainies,7
1771111166-219,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-5507606,Pigeon Mondain,120 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5572903_uploaded_image1_1760428699.jpg,120000.0,Guediawaye,14
1771111189-220,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-5507608,Pigeon Mondain,120 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5572903_uploaded_image1_1760428699.jpg,120000.0,Guediawaye,14
1771111193-221,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-5514578,Lapin,40 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5514578_uploaded_image2_1757331557.jpeg,40000.0,Keur Massar,5
1771111197-222,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-5521622,Pigeon,15 000 CFA,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_5521622_uploaded_image1_1757666321.jpg,15000.0,Ouest Foire,6
1771111201-223,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-mondain-5541428,Couple  Mondain,130 000 CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5541428_uploaded_image1_1758715216.jpg,130000.0,HLM,15
1771111205-224,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondain-5572903,Pigeons mondain,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5572903_uploaded_image1_1760428699.jpg,,Guediawaye,15
1771111209-225,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-5572908,Lapin,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5572908_uploaded_image1_1760428902.jpg,,Guediawaye,5
1771111213-226,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-5577027,Poule Brahman,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5594420_uploaded_image1_1761683034.jpg,,Keur Massar,13
1771111216-227,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femmel-cailloute-5587969,Femmel cailloute,30 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_5587969_uploaded_image1_1761236540.jpg,30000.0,Mariste,16
1771111220-228,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-5594420,Poule Brahman,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5594420_uploaded_image1_1761683034.jpg,,Keur Massar,13
1771111225-229,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-5642510,Pigeon Voyageur,20 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5642510_uploaded_image1_1764173213.jpg,20000.0,Rufisque,15
1771111228-230,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-goliath-5648319,Poulet Goliath,Prix sur demande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5648319_uploaded_image1_1764504900.jpg,,Mbao,14
1771111230-231,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-goliath-5648409,Poussin goliath,300 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_5648409_uploaded_image1_1764510412.jpg,300.0,Thies,15
1771111233-232,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulettes-pre-ponte-de-124-jours-5655142,Poulettes pré ponte de 124 jours,5 000 CFA,"Dakar, Sénégal",,5000.0,Dakar,32
1771111239-233,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-king-5669544,Pigeon King,60 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5669544_uploaded_image1_1765545674.jpg,60000.0,Mbao,11
1771111242-234,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-5674944,Pigeons,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5674944_uploaded_image1_1765881198.jpg,,Dakar,7
1771111245-235,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-5693264,Lapins,25 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5693264_uploaded_image1_1766935865.jpg,25000.0,Parcelle Assainies,6
1771111248-236,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-dinde-chair-5714121,Poussin dinde chair,3 500 CFA,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_5714121_uploaded_image1_1768054212.jpg,3500.0,Almadies 2,19
1771111250-237,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-5717554,Poule Brahma,10 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5717554_uploaded_image1_1768255739.jpg,10000.0,Dakar,12
1771111253-238,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/ufs-fecondes-5740994,Œufs fécondés,2 500 CFA,"Guediawaye, Dakar, Sénégal",,2500.0,Guediawaye,13
1771111256-239,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapin-6-mois-5773429,Couple lapin 6 mois,35 000 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5773429_uploaded_image1_1770999151.jpg,35000.0,Pikine,19
